sample_id,audio_path,speaker_id,gender,language,category,prompt_id,raw_text,normalized_text,transcript
CUS_S05_TG053,custom/speaker_05/tanglish/CUS_S05_TG053.wav,S05,female,ta-en,tanglish,TG053,Booking details மறுபடியும் சொல்லுங்க.,,
CUS_S05_TG054,custom/speaker_05/tanglish/CUS_S05_TG054.wav,S05,female,ta-en,tanglish,TG054,Driver name என்ன?,,
CUS_S05_TG055,custom/speaker_05/tanglish/CUS_S05_TG055.wav,S05,female,ta-en,tanglish,TG055,Estimated arrival time சொல்லுங்க.,,
CUS_S05_TG056,custom/speaker_05/tanglish/CUS_S05_TG056.wav,S05,female,ta-en,tanglish,TG056,Ride status check பண்ணணும்.,,
CUS_S05_TG057,custom/speaker_05/tanglish/CUS_S05_TG057.wav,S05,female,ta-en,tanglish,TG057,இந்த tripக்கு toll charge இருக்கா?,,
CUS_S05_TG058,custom/speaker_05/tanglish/CUS_S05_TG058.wav,S05,female,ta-en,tanglish,TG058,Peak hour charge apply ஆகுமா?,,
CUS_S05_TG059,custom/speaker_05/tanglish/CUS_S05_TG059.wav,S05,female,ta-en,tanglish,TG059,என் payment successfulஆ ஆயிடுச்சா?,,
CUS_S05_TG060,custom/speaker_05/tanglish/CUS_S05_TG060.wav,S05,female,ta-en,tanglish,TG060,Customer supportக்கு connect பண்ணுங்க.,,
CUS_S05_TR049,custom/speaker_05/entity/CUS_S05_TR049.wav,S05,female,ta-en,transportation_entity,TR049,Route number 21G bus stopக்குப் பக்கத்தில் இருக்கேன்.,,
CUS_S05_TR050,custom/speaker_05/entity/CUS_S05_TR050.wav,S05,female,en,transportation_entity,TR050,Pick me up near Street Number 4.,,
CUS_S05_TR051,custom/speaker_05/entity/CUS_S05_TR051.wav,S05,female,en,transportation_entity,TR051,Your cab is five minutes away from T Nagar.,,
CUS_S05_TR052,custom/speaker_05/entity/CUS_S05_TR052.wav,S05,female,ta-en,transportation_entity,TR052,Chennai Centralல இருந்து airport 19.4 km இருக்கு.,,
CUS_S05_TR053,custom/speaker_05/entity/CUS_S05_TR053.wav,S05,female,en,transportation_entity,TR053,Your driver will arrive at 6:30 PM near Gate 2.,,
CUS_S05_TR054,custom/speaker_05/entity/CUS_S05_TR054.wav,S05,female,ta-en,transportation_entity,TR054,Booking CAB93721க்கு fare ₹875 ஆகும்.,,
CUS_S05_TR055,custom/speaker_05/entity/CUS_S05_TR055.wav,S05,female,ta-en,transportation_entity,TR055,Vehicle TN-09-CF-6723 காலை 8:20 மணிக்கு வரும்.,,
CUS_S05_TR056,custom/speaker_05/entity/CUS_S05_TR056.wav,S05,female,ta-en,transportation_entity,TR056,OTP 7315 driverக்கு சொல்லிட்டு cabல ஏறுங்க.,,
CUS_S05_TR057,custom/speaker_05/entity/CUS_S05_TR057.wav,S05,female,ta-en,transportation_entity,TR057,Phone number 98400 12345க்கு driver call பண்ணுவார்.,,
CUS_S05_TR058,custom/speaker_05/entity/CUS_S05_TR058.wav,S05,female,ta-en,transportation_entity,TR058,Airport Terminal 1க்கு 14.8 kilometres distance இருக்கு.,,
CUS_S05_TR059,custom/speaker_05/entity/CUS_S05_TR059.wav,S05,female,en,transportation_entity,TR059,Your booking ID CAB65027 is confirmed for 9:15 AM.,,
CUS_S05_TR060,custom/speaker_05/entity/CUS_S05_TR060.wav,S05,female,ta-en,transportation_entity,TR060,TN-22-AB-4589 cab Chennai Central Gate 4க்கு 7:45 PMல வரும்.,,
